id,num_choices,prediction,scores
test_01696,3,0,"[-0.004364013671875, -6.0, -6.75]"
test_01472,4,1,"[-1.4765625, -0.357421875, -3.25, -3.484375]"
test_02180,3,0,"[-0.00145721435546875, -6.875, -10.0]"
test_03227,3,1,"[-11.875, -0.000232696533203125, -10.875]"
test_03238,3,2,"[-9.625, -6.75, -0.00151824951171875]"
test_01261,3,2,"[-4.40625, -4.90625, -0.020263671875]"
test_00621,3,2,"[-8.25, -3.53125, -0.030517578125]"
test_01831,3,1,"[-10.5, -0.38671875, -1.140625]"
test_00878,2,1,"[-1.0546875, -0.4296875]"
test_01225,2,0,"[-0.4765625, -0.9765625]"
test_02201,3,2,"[-1.9140625, -0.91796875, -0.79296875]"
test_00717,3,2,"[-13.375, -5.125, -0.006256103515625]"
test_01247,3,0,"[-0.0003337860107421875, -9.5, -14.125]"
test_00833,3,0,"[-0.0002918243408203125, -10.25, -13.5]"
test_01458,3,0,"[-0.00162506103515625, -8.875, -10.5]"
test_01268,4,2,"[-3.640625, -4.75, -0.1357421875, -2.390625]"
test_02483,3,0,"[-0.0269775390625, -3.65625, -7.90625]"
test_01217,3,2,"[-10.25, -7.375, -0.00118255615234375]"
test_03103,2,0,"[-0.03515625, -3.40625]"
test_02909,3,1,"[-3.78125, -0.65625, -0.78125]"
test_02659,3,2,"[-11.375, -8.625, -0.000701904296875]"
test_00782,2,0,"[-0.53515625, -0.91015625]"
test_02920,3,1,"[-10.5, -0.0004673004150390625, -9.0]"
test_02604,3,1,"[-9.25, -0.00164031982421875, -6.625]"
test_03884,3,0,"[-0.0341796875, -4.90625, -3.65625]"
test_00689,3,0,"[-0.00080108642578125, -7.625, -10.375]"
test_01121,3,1,"[-17.125, -0.00022983551025390625, -14.375]"
test_00625,3,0,"[-0.00087738037109375, -7.375, -10.25]"
test_02399,3,0,"[-0.00138092041015625, -6.875, -9.625]"
test_00968,3,1,"[-5.0625, -0.049560546875, -3.171875]"
test_03648,3,0,"[-0.000316619873046875, -11.75, -14.375]"
test_04043,3,2,"[-2.84375, -3.46875, -0.09375]"
test_01504,3,1,"[-13.0, -0.0001678466796875, -12.25]"
test_02835,3,2,"[-4.9375, -1.8125, -0.1884765625]"
test_03432,3,2,"[-12.0, -9.375, -0.000362396240234375]"
test_02956,3,2,"[-15.875, -8.25, -0.000858306884765625]"
test_03506,3,2,"[-16.5, -12.25, -0.0003795623779296875]"
test_02557,3,1,"[-5.75, -0.003509521484375, -8.875]"
test_01553,3,1,"[-3.984375, -0.10791015625, -2.484375]"
test_03324,3,0,"[-0.032958984375, -4.40625, -3.90625]"
test_02065,3,2,"[-6.1875, -2.8125, -0.064453125]"
test_02759,3,0,"[-0.09521484375, -2.71875, -3.71875]"
test_03781,2,1,"[-2.125, -0.126953125]"
test_01539,3,0,"[-0.0004863739013671875, -8.625, -11.75]"
test_01414,3,1,"[-8.75, -0.0011138916015625, -7.25]"
test_03387,3,0,"[-0.0004787445068359375, -10.75, -14.125]"
test_01644,3,0,"[-0.0003185272216796875, -10.0, -13.125]"
test_01350,3,2,"[-8.0, -4.5, -0.0120849609375]"
test_01493,3,2,"[-6.15625, -3.296875, -0.040771484375]"
test_03291,3,2,"[-16.625, -10.5, -0.0003604888916015625]"
test_03639,4,2,"[-4.4375, -5.8125, -0.328125, -1.328125]"
test_03520,3,0,"[-0.58203125, -1.953125, -1.203125]"
test_00635,2,0,"[-0.00183868408203125, -6.625]"
test_00786,2,0,"[-0.004852294921875, -5.75]"
test_00560,3,1,"[-6.875, -0.0021209716796875, -7.125]"
test_02539,3,1,"[-13.75, -0.000286102294921875, -11.125]"
test_01391,3,1,"[-2.171875, -0.169921875, -3.171875]"
test_01880,3,0,"[-0.0003452301025390625, -10.625, -13.875]"
test_01772,2,1,"[-9.5, -0.000240325927734375]"
test_01909,3,2,"[-14.625, -10.375, -0.00035858154296875]"
test_02681,2,0,"[-0.388671875, -1.140625]"
test_00514,2,0,"[-0.38671875, -1.140625]"
test_01955,2,0,"[-0.6328125, -0.7578125]"
test_02090,2,1,"[-0.7578125, -0.6328125]"
test_00078,3,1,"[-12.5, -0.000293731689453125, -10.375]"
test_01791,3,2,"[-3.25, -2.625, -0.119140625]"
test_00069,3,2,"[-11.5, -6.625, -0.0016632080078125]"
test_00400,3,0,"[-0.001373291015625, -6.875, -9.5]"
test_02161,2,0,"[-0.69140625, -0.69140625]"
test_02638,3,0,"[-0.19140625, -2.4375, -2.4375]"
test_04221,3,0,"[-0.068359375, -5.0625, -2.8125]"
test_04128,2,1,"[-9.75, -0.000621795654296875]"
test_01210,3,0,"[-0.0003376007080078125, -12.625, -15.625]"
test_00402,3,0,"[-0.00023651123046875, -10.0, -14.375]"
test_00508,2,1,"[-1.703125, -0.2021484375]"
test_01471,3,0,"[-0.0537109375, -4.1875, -3.296875]"
test_01435,4,0,"[-0.000476837158203125, -9.625, -9.875, -11.125]"
test_00116,2,0,"[-0.002044677734375, -6.5]"
test_03938,3,1,"[-2.84375, -0.0869140625, -3.71875]"
test_00064,3,2,"[-3.78125, -0.78125, -0.65625]"
test_01608,3,1,"[-5.875, -0.00897216796875, -5.125]"
test_01176,3,1,"[-12.25, -0.0002651214599609375, -10.75]"
test_02803,4,3,"[-1.8515625, -2.09375, -1.2265625, -0.8515625]"
test_02875,2,0,"[-0.0072021484375, -5.25]"
test_00837,3,2,"[-15.25, -9.625, -0.00060272216796875]"
test_04150,3,2,"[-1.6484375, -3.03125, -0.275390625]"
test_00627,3,2,"[-12.0, -9.375, -0.000301361083984375]"
test_03325,3,1,"[-2.25, -0.1240234375, -4.5]"
test_00513,3,1,"[-2.9375, -0.181640625, -2.1875]"
test_01952,2,0,"[-0.013427734375, -4.375]"
test_02141,3,2,"[-1.578125, -1.453125, -0.578125]"
test_02716,3,1,"[-14.75, -0.000286102294921875, -10.875]"
test_01654,3,0,"[-0.0003204345703125, -9.0, -13.0]"
test_03701,2,0,"[-0.6953125, -0.6953125]"
test_01926,3,0,"[-0.0010223388671875, -7.25, -10.375]"
test_02873,3,0,"[-0.000354766845703125, -8.875, -12.375]"
test_02160,3,1,"[-1.890625, -0.51171875, -1.390625]"
test_01565,2,0,"[-0.0703125, -2.6875]"
test_03860,2,1,"[-6.5, -0.0018463134765625]"
test_03661,3,2,"[-15.75, -10.125, -0.000331878662109375]"
test_02026,3,2,"[-6.125, -5.375, -0.007110595703125]"
test_00778,2,1,"[-11.25, -0.00019550323486328125]"
test_00715,3,0,"[-0.0003032684326171875, -11.25, -14.25]"
test_01388,2,1,"[-0.828125, -0.58203125]"
test_02263,3,1,"[-12.0625, -0.062255859375, -2.8125]"
test_01811,2,0,"[-0.01458740234375, -4.25]"
test_01666,3,1,"[-3.703125, -0.07373046875, -3.078125]"
test_03733,2,1,"[-2.8125, -0.0625]"
test_02317,3,2,"[-9.5, -5.25, -0.0054931640625]"
test_03600,2,1,"[-7.0, -0.00116729736328125]"
test_02309,2,1,"[-8.125, -0.000568389892578125]"
test_01678,3,0,"[-0.263671875, -1.890625, -2.515625]"
test_00921,3,2,"[-5.28125, -4.03125, -0.023681640625]"
test_00906,2,1,"[-2.125, -0.126953125]"
test_02570,2,1,"[-3.765625, -0.0234375]"
test_00088,3,1,"[-2.8125, -0.0654296875, -5.6875]"
test_00590,3,0,"[-0.00043487548828125, -8.625, -11.75]"
test_02519,3,0,"[-0.0030975341796875, -5.875, -9.375]"
test_02105,3,0,"[-0.38671875, -2.640625, -1.390625]"
test_02553,3,2,"[-3.953125, -2.953125, -0.07421875]"
test_01294,3,0,"[-0.02197265625, -4.90625, -4.28125]"
test_03588,2,1,"[-0.8984375, -0.5234375]"
test_02715,2,1,"[-1.2265625, -0.34765625]"
test_02811,3,1,"[-4.75, -0.0103759765625, -6.5]"
test_00588,2,0,"[-0.026611328125, -3.65625]"
test_03735,2,1,"[-0.828125, -0.58203125]"
test_02056,2,1,"[-0.8984375, -0.5234375]"
test_03041,3,2,"[-1.1484375, -1.5234375, -0.76953125]"
test_01348,3,2,"[-1.3203125, -4.6875, -0.322265625]"
test_00253,3,2,"[-6.1875, -1.3125, -0.314453125]"
test_01799,3,1,"[-1.6015625, -0.2265625, -6.71875]"
test_01595,3,1,"[-2.8125, -0.06298828125, -7.4375]"
test_01264,2,1,"[-9.0, -0.000377655029296875]"
test_03132,3,2,"[-6.4375, -3.046875, -0.05029296875]"
test_00236,3,1,"[-2.578125, -0.080078125, -7.21875]"
test_01431,3,2,"[-6.15625, -1.9140625, -0.162109375]"
test_01820,3,1,"[-2.578125, -0.07958984375, -7.96875]"
test_03044,3,1,"[-3.890625, -0.0213623046875, -8.875]"
test_01859,3,0,"[-0.181640625, -1.8046875, -7.0625]"
test_02575,3,1,"[-5.75, -0.63671875, -0.76171875]"
test_02321,3,0,"[-0.01953125, -4.65625, -4.65625]"
test_04109,3,0,"[-0.70703125, -4.34375, -0.70703125]"
test_03910,2,1,"[-11.125, -0.00015735626220703125]"
test_02438,3,0,"[-0.12109375, -2.25, -4.875]"
test_03853,3,0,"[-0.185546875, -1.8125, -5.1875]"
test_00155,2,1,"[-3.40625, -0.0341796875]"
test_01596,2,0,"[-0.474609375, -0.9765625]"
test_01960,2,1,"[-2.015625, -0.142578125]"
test_04055,3,1,"[-2.9375, -0.05517578125, -8.8125]"
test_02768,3,1,"[-7.28125, -0.0213623046875, -3.890625]"
test_03550,3,0,"[-0.232421875, -1.609375, -4.96875]"
test_01487,3,1,"[-7.1875, -0.0625, -2.8125]"
test_02037,2,0,"[-0.0267333984375, -3.65625]"
test_01727,3,0,"[-0.1142578125, -2.984375, -2.859375]"
test_01244,2,0,"[-0.002960205078125, -6.125]"
test_02255,3,2,"[-6.1875, -2.9375, -0.057373046875]"
test_01810,3,0,"[-0.4765625, -0.9765625, -5.96875]"
test_00180,3,1,"[-5.46875, -0.353515625, -1.2265625]"
test_01171,3,1,"[-0.828125, -0.578125, -7.3125]"
test_01393,3,1,"[-3.40625, -0.0341796875, -8.1875]"
test_03145,3,1,"[-2.46875, -0.08984375, -6.96875]"
test_01663,3,1,"[-2.59375, -0.0986328125, -3.96875]"
test_03981,2,1,"[-4.875, -0.0078125]"
test_03356,3,1,"[-2.34375, -0.1015625, -6.96875]"
test_02980,3,2,"[-2.0625, -1.9375, -0.314453125]"
test_03049,3,1,"[-1.0546875, -0.43359375, -5.4375]"
test_04178,3,2,"[-7.0625, -2.9375, -0.055908203125]"
test_01026,2,0,"[-0.5234375, -0.8984375]"
test_00898,3,2,"[-6.5625, -3.046875, -0.050048828125]"
test_00847,3,0,"[-0.28515625, -1.4140625, -5.40625]"
test_01953,3,2,"[-6.34375, -2.46875, -0.0908203125]"
test_00210,3,2,"[-6.3125, -0.828125, -0.578125]"
test_00787,4,3,"[-14.75, -11.875, -12.0, -0.00021457672119140625]"
test_01143,3,2,"[-0.83203125, -4.84375, -0.58203125]"
test_00702,3,0,"[-0.287109375, -1.4140625, -5.15625]"
test_01286,3,2,"[-1.234375, -4.25, -0.36328125]"
test_01272,3,1,"[-2.890625, -0.259765625, -1.7578125]"
test_02222,2,0,"[-0.63671875, -0.76171875]"
test_03330,3,1,"[-1.546875, -0.419921875, -2.046875]"
test_03710,3,0,"[-0.0027313232421875, -6.75, -6.625]"
test_00592,3,0,"[-0.30078125, -2.171875, -1.921875]"
test_02272,3,2,"[-0.85546875, -3.609375, -0.60546875]"
test_00965,2,0,"[-0.0703125, -2.6875]"
test_03288,3,2,"[-0.85546875, -2.359375, -0.73046875]"
test_03654,3,1,"[-4.40625, -0.032958984375, -3.90625]"
test_01409,2,1,"[-11.5, -0.0002002716064453125]"
test_03108,3,0,"[-0.11865234375, -3.25, -2.625]"
test_01607,2,0,"[-0.11474609375, -2.234375]"
test_02749,3,1,"[-4.15625, -0.0169677734375, -7.15625]"
test_01188,2,1,"[-2.34375, -0.10009765625]"
test_01835,2,1,"[-1.2265625, -0.349609375]"
test_02725,4,1,"[-9.25, -0.000286102294921875, -11.125, -10.875]"
test_01793,3,0,"[-0.009765625, -5.625, -5.125]"
test_02499,3,1,"[-4.40625, -0.035888671875, -3.78125]"
test_00185,2,1,"[-5.25, -0.00616455078125]"
test_00740,3,1,"[-6.25, -0.0023193359375, -8.25]"
test_01434,4,0,"[-0.00051116943359375, -8.375, -9.375, -11.0]"
test_01276,2,0,"[-0.004119873046875, -5.625]"
test_03599,3,2,"[-8.625, -8.75, -0.000579833984375]"
test_03050,4,2,"[-8.875, -5.78125, -0.0159912109375, -4.40625]"
test_03637,2,1,"[-4.5, -0.011474609375]"
test_00967,4,0,"[-0.640625, -3.265625, -1.015625, -2.640625]"
test_00502,2,0,"[-0.0008087158203125, -9.25]"
test_00405,3,2,"[-1.203125, -1.328125, -0.83203125]"
test_01689,3,0,"[-0.000835418701171875, -8.25, -9.5]"
test_02950,4,2,"[-3.203125, -1.4609375, -0.333984375, -4.59375]"
test_00349,4,2,"[-3.03125, -1.65625, -0.28515625, -4.65625]"
test_01781,3,1,"[-6.78125, -0.0245361328125, -3.78125]"
test_02368,3,1,"[-4.3125, -0.056640625, -3.1875]"
test_02636,4,0,"[-0.023681640625, -4.53125, -5.90625, -4.65625]"
test_02140,4,1,"[-2.953125, -0.07080078125, -4.3125, -6.0625]"
test_00877,2,0,"[-0.2255859375, -1.6015625]"
test_02484,4,3,"[-5.0625, -2.8125, -6.4375, -0.06982421875]"
test_01364,2,1,"[-4.625, -0.01068115234375]"
test_04077,4,0,"[-0.2353515625, -1.734375, -4.375, -3.859375]"
test_00770,3,0,"[-0.00122833251953125, -8.125, -8.75]"
test_03828,3,0,"[-0.00135040283203125, -8.125, -8.625]"
test_02837,4,1,"[-9.5, -0.000240325927734375, -12.125, -15.125]"
test_02652,2,1,"[-7.375, -0.0016326904296875]"
test_01311,2,1,"[-4.625, -0.0103759765625]"
test_02531,2,0,"[-0.0093994140625, -5.0]"
test_03889,4,1,"[-9.0, -0.00037384033203125, -9.25, -11.25]"
test_01850,4,1,"[-9.75, -0.000213623046875, -10.75, -12.875]"
test_01196,2,1,"[-1.40625, -0.28125]"
test_02417,4,0,"[-0.62890625, -1.6328125, -2.125, -1.8828125]"
test_03870,2,0,"[-0.2021484375, -1.703125]"
test_00342,2,1,"[-1.0546875, -0.4296875]"
test_03133,3,2,"[-3.78125, -5.90625, -0.026123046875]"
test_01809,2,0,"[-0.000339508056640625, -10.0]"
test_00018,2,0,"[-0.1611328125, -1.9140625]"
test_01163,4,1,"[-6.75, -0.002044677734375, -7.5, -8.625]"
test_02757,4,0,"[-0.1787109375, -2.421875, -3.796875, -2.921875]"
test_03795,2,0,"[-0.0150146484375, -4.25]"
test_00388,4,1,"[-1.2109375, -0.58984375, -2.34375, -2.96875]"
test_03213,2,0,"[-0.0002803802490234375, -9.5]"
test_01357,4,3,"[-10.375, -7.625, -7.375, -0.0013427734375]"
test_00845,2,0,"[-0.00125885009765625, -7.0]"
test_03658,2,1,"[-2.578125, -0.07958984375]"
test_03109,3,1,"[-5.0625, -0.0615234375, -2.9375]"
test_01814,2,0,"[-0.008056640625, -4.875]"
test_01914,2,1,"[-2.125, -0.126953125]"
test_03178,3,2,"[-5.71875, -2.578125, -0.08251953125]"
test_03719,4,1,"[-4.03125, -0.03466796875, -4.15625, -7.78125]"
test_03629,2,1,"[-3.171875, -0.043212890625]"
test_00641,3,1,"[-9.25, -0.00244140625, -6.125]"
test_03952,3,0,"[-0.000804901123046875, -9.125, -11.25]"
test_00005,2,1,"[-3.78125, -0.0235595703125]"
test_03911,3,2,"[-5.03125, -4.15625, -0.0228271484375]"
test_00123,2,1,"[-4.375, -0.0130615234375]"
test_00664,3,1,"[-4.5, -0.01531982421875, -5.5]"
test_02424,2,0,"[-0.0025177001953125, -6.25]"
test_03693,2,1,"[-11.0, -0.00017452239990234375]"
test_03767,3,2,"[-10.125, -6.875, -0.0012664794921875]"
test_00558,3,2,"[-10.5, -6.625, -0.00152587890625]"
test_02036,3,0,"[-0.00112152099609375, -8.375, -10.625]"
test_01900,3,1,"[-9.625, -0.000400543212890625, -9.25]"
test_02513,2,1,"[-4.375, -0.01287841796875]"
test_03242,3,0,"[-0.365234375, -1.6171875, -2.234375]"
test_02868,4,0,"[-0.0013885498046875, -7.25, -8.0, -8.75]"
test_02973,3,0,"[-0.0016021728515625, -7.375, -8.0]"
test_03089,2,0,"[-0.00128173828125, -7.125]"
test_00868,3,2,"[-2.0625, -1.1875, -0.56640625]"
test_00168,2,1,"[-1.140625, -0.38671875]"
test_01547,3,1,"[-1.2265625, -0.6015625, -1.8515625]"
test_03843,4,2,"[-3.09375, -3.09375, -0.09912109375, -5.46875]"
test_00601,3,0,"[-0.9140625, -0.9140625, -1.65625]"
test_01950,2,1,"[-9.125, -0.0002994537353515625]"
test_03507,2,0,"[-0.0712890625, -2.6875]"
test_02296,2,0,"[-0.578125, -0.828125]"
test_01961,2,1,"[-1.8046875, -0.1796875]"
test_02190,2,0,"[-0.578125, -0.828125]"
test_02766,2,1,"[-1.703125, -0.2021484375]"
test_03015,3,1,"[-4.03125, -0.0185546875, -8.25]"
test_02874,4,3,"[-2.046875, -1.7890625, -1.6640625, -0.66796875]"
test_00197,2,1,"[-1.0546875, -0.4296875]"
test_03671,2,0,"[-0.003631591796875, -5.75]"
test_03123,4,3,"[-2.625, -2.75, -2.5, -0.251953125]"
test_01634,2,1,"[-9.125, -0.0003223419189453125]"
test_02545,3,2,"[-1.2734375, -1.3984375, -0.765625]"
test_01876,2,0,"[-0.00188446044921875, -6.5]"
test_03852,3,0,"[-0.000553131103515625, -8.625, -9.75]"
test_01018,3,1,"[-9.375, -0.0003108978271484375, -10.625]"
test_00463,2,1,"[-10.0, -0.00019073486328125]"
test_02805,3,1,"[-1.3515625, -0.48046875, -2.109375]"
test_03914,4,0,"[-0.73828125, -1.7421875, -2.109375, -1.4921875]"
test_00461,2,1,"[-0.97265625, -0.474609375]"
test_01840,2,1,"[-1.3125, -0.3125]"
test_04036,2,0,"[-0.1611328125, -1.9140625]"
test_03728,3,2,"[-11.625, -9.875, -0.0001964569091796875]"
test_00742,4,2,"[-3.546875, -2.921875, -0.1748046875, -2.546875]"
test_03517,2,0,"[-0.201171875, -1.703125]"
test_02549,4,2,"[-4.5625, -3.5625, -0.1826171875, -2.0625]"
test_03157,3,0,"[-0.38671875, -1.265625, -3.265625]"
test_04232,3,1,"[-7.0, -0.00151824951171875, -7.625]"
test_03073,3,0,"[-0.1826171875, -3.8125, -1.9296875]"
test_01211,3,2,"[-1.3515625, -3.234375, -0.353515625]"
test_03882,3,1,"[-0.91015625, -0.53515625, -4.53125]"
test_02361,3,0,"[-0.2041015625, -1.703125, -5.84375]"
test_02507,3,1,"[-1.3359375, -0.337890625, -3.71875]"
test_02711,3,1,"[-2.34375, -0.21484375, -2.34375]"
test_02730,3,0,"[-0.53125, -0.90625, -4.90625]"
test_02521,3,1,"[-1.0625, -0.4375, -4.8125]"
test_03895,3,0,"[-0.031982421875, -4.15625, -4.15625]"
test_00198,3,2,"[-3.4375, -0.9296875, -0.5546875]"
test_02785,3,2,"[-5.5, -5.125, -0.0101318359375]"
test_00879,3,0,"[-0.77734375, -0.77734375, -2.53125]"
test_00573,3,0,"[-0.6953125, -1.4453125, -1.3203125]"
test_00735,3,1,"[-3.75, -0.498046875, -0.99609375]"
test_01533,3,0,"[-0.052734375, -3.796875, -3.546875]"
test_02031,3,2,"[-1.40625, -1.78125, -0.53125]"
test_02432,3,1,"[-1.828125, -0.45703125, -1.578125]"
test_02251,2,0,"[-0.01458740234375, -4.25]"
test_01056,3,0,"[-0.38671875, -2.640625, -1.390625]"
test_03290,4,1,"[-9.5, -0.000537872314453125, -11.75, -15.125]"
test_03233,2,1,"[-9.0, -0.0003032684326171875]"
test_01671,2,1,"[-10.375, -0.00020885467529296875]"
test_02446,2,1,"[-0.828125, -0.578125]"
test_00964,2,1,"[-0.97265625, -0.474609375]"
test_03732,2,0,"[-0.11376953125, -2.234375]"
test_03935,3,1,"[-4.875, -0.012939453125, -5.25]"
test_00390,2,0,"[-0.00072479248046875, -9.75]"
test_01769,2,1,"[-10.0, -0.000274658203125]"
test_00067,3,2,"[-9.375, -8.625, -0.000492095947265625]"
test_03214,3,1,"[-1.1875, -0.44140625, -2.9375]"
test_00803,3,1,"[-8.375, -0.000453948974609375, -10.125]"
test_01101,4,0,"[-0.005584716796875, -6.25, -6.375, -6.375]"
test_03692,4,2,"[-8.25, -6.875, -0.004974365234375, -5.625]"
test_00679,2,0,"[-0.349609375, -1.2265625]"
test_02508,3,2,"[-7.5, -7.375, -0.001312255859375]"
test_00805,4,0,"[-0.00174713134765625, -7.25, -7.25, -10.0]"
test_01377,3,0,"[-0.0006256103515625, -8.375, -11.125]"
test_00591,4,1,"[-9.875, -0.0002498626708984375, -10.125, -10.5]"
test_01429,4,1,"[-10.0, -0.00021839141845703125, -10.25, -10.25]"
test_00872,3,0,"[-0.0072021484375, -7.25, -5.125]"
test_03668,2,1,"[-7.875, -0.0005035400390625]"
test_02922,2,0,"[-0.00179290771484375, -6.5]"
test_02136,3,0,"[-0.01556396484375, -4.875, -4.875]"
test_01786,2,1,"[-6.25, -0.00213623046875]"
test_00076,2,0,"[-0.0089111328125, -4.75]"
test_00597,3,1,"[-2.359375, -0.10205078125, -6.21875]"
test_03585,2,0,"[-0.0006103515625, -10.5]"
test_00977,4,1,"[-7.125, -0.00136566162109375, -8.25, -9.375]"
test_04047,4,2,"[-9.3125, -8.5625, -0.578125, -0.828125]"
test_02109,4,2,"[-9.5, -7.75, -0.000762939453125, -8.875]"
test_02254,3,0,"[-0.00106048583984375, -7.375, -9.75]"
test_03200,4,3,"[-10.5, -10.75, -11.75, -0.00026702880859375]"
test_02494,4,0,"[-0.0003910064697265625, -9.75, -9.875, -13.875]"
test_03521,4,3,"[-9.875, -9.625, -12.0, -0.00030517578125]"
test_04216,4,0,"[-0.0054931640625, -5.5, -7.25, -8.125]"
test_01396,2,0,"[-0.04345703125, -3.171875]"
test_03395,4,0,"[-0.00049591064453125, -9.375, -9.875, -12.375]"
test_00775,4,2,"[-8.875, -8.125, -0.000843048095703125, -8.25]"
test_03463,4,3,"[-4.28125, -5.03125, -2.140625, -0.1474609375]"
test_00945,4,1,"[-9.125, -0.0003108978271484375, -9.75, -11.625]"
test_02370,4,3,"[-7.75, -9.25, -10.25, -0.00079345703125]"
test_02990,4,3,"[-7.625, -8.25, -10.75, -0.00098419189453125]"
test_01117,3,2,"[-8.0, -6.125, -0.0027008056640625]"
test_00569,3,2,"[-11.25, -9.5, -0.0002803802490234375]"
test_01787,2,1,"[-1.703125, -0.201171875]"
test_04082,3,2,"[-10.75, -7.5, -0.000743865966796875]"
test_03940,3,2,"[-11.875, -10.375, -0.0001888275146484375]"
test_01982,2,0,"[-0.1806640625, -1.8046875]"
test_01996,2,1,"[-1.0546875, -0.4296875]"
test_01249,2,0,"[-0.07080078125, -2.6875]"
test_00852,2,0,"[-0.09033203125, -2.46875]"
test_02797,2,1,"[-1.703125, -0.2021484375]"
test_00530,2,0,"[-0.002105712890625, -6.375]"
test_02936,2,1,"[-1.0546875, -0.4296875]"
test_02527,4,2,"[-5.5625, -5.8125, -0.69921875, -0.69921875]"
test_01193,2,1,"[-1.9140625, -0.16015625]"
test_01560,2,0,"[-0.69140625, -0.69140625]"
test_00425,3,2,"[-6.21875, -2.578125, -0.0810546875]"
test_02830,4,1,"[-5.84375, -0.0859375, -2.71875, -4.34375]"
test_02420,3,2,"[-4.53125, -0.76953125, -0.64453125]"
test_03476,4,0,"[-0.00122833251953125, -7.5, -7.75, -10.5]"
test_00963,3,2,"[-5.1875, -2.9375, -0.060791015625]"
test_02741,4,1,"[-6.25, -0.00677490234375, -5.5, -7.375]"
test_02319,3,1,"[-1.3671875, -0.494140625, -1.9921875]"
test_01448,4,3,"[-8.125, -6.375, -8.25, -0.00244140625]"
test_04237,4,1,"[-1.7109375, -0.20703125, -5.46875, -6.59375]"
test_00647,3,1,"[-1.2265625, -0.3515625, -6.09375]"
test_01138,4,2,"[-11.5, -10.25, -0.001922607421875, -6.375]"
test_00305,4,1,"[-2.578125, -0.080078125, -7.34375, -9.6875]"
test_04074,4,2,"[-11.5625, -7.5625, -0.049072265625, -3.046875]"
test_02340,3,2,"[-4.0625, -1.8203125, -0.1982421875]"
test_02224,4,2,"[-10.875, -8.0, -0.0004863739013671875, -10.75]"
test_00021,4,0,"[-0.0022735595703125, -7.0, -6.875, -10.875]"
test_00897,4,2,"[-5.65625, -6.40625, -0.0164794921875, -4.53125]"
test_00685,4,0,"[-0.0007781982421875, -8.25, -8.625, -10.5]"
test_01481,4,0,"[-0.003997802734375, -6.0, -6.875, -8.5]"
test_00471,4,2,"[-1.25, -4.125, -0.376953125, -4.5]"
test_03223,4,0,"[-0.000553131103515625, -9.25, -10.625, -13.5]"
test_02333,4,1,"[-9.75, -0.00201416015625, -7.375, -6.75]"
test_03687,4,1,"[-10.0, -0.0003070831298828125, -10.375, -12.25]"
test_03116,4,3,"[-5.375, -5.375, -6.25, -0.0113525390625]"
test_03937,4,2,"[-5.6875, -6.5625, -0.06689453125, -2.8125]"
test_02538,4,1,"[-1.703125, -0.205078125, -6.09375, -6.84375]"
test_01559,4,1,"[-4.625, -0.011962890625, -6.25, -9.125]"
test_02350,4,1,"[-2.609375, -0.10400390625, -5.09375, -3.984375]"
test_00109,4,3,"[-9.625, -11.0, -12.75, -0.00030517578125]"
test_01641,4,3,"[-5.375, -6.0, -6.875, -0.00830078125]"
test_02591,3,1,"[-1.3203125, -0.31640625, -5.6875]"
test_01843,4,1,"[-9.75, -0.0025634765625, -6.25, -8.0]"
test_01824,4,0,"[-0.000583648681640625, -8.375, -9.0, -10.875]"
test_02323,4,0,"[-0.00421142578125, -5.75, -7.375, -9.125]"
test_01224,4,1,"[-9.0, -0.0003681182861328125, -11.5, -13.625]"
test_00831,3,1,"[-7.125, -0.0011138916015625, -10.0]"
test_04023,2,1,"[-14.125, -0.00016117095947265625]"
test_04005,2,1,"[-12.25, -0.000148773193359375]"
test_02940,3,2,"[-1.75, -3.0, -0.25390625]"
test_03793,3,2,"[-1.453125, -3.078125, -0.328125]"
test_02472,2,1,"[-11.75, -0.0002040863037109375]"
test_03660,3,1,"[-6.03125, -0.018798828125, -4.15625]"
test_02945,3,2,"[-1.3671875, -1.9921875, -0.494140625]"
test_00880,2,0,"[-0.0013580322265625, -10.5]"
test_00757,3,2,"[-1.34375, -3.59375, -0.341796875]"
test_03045,3,0,"[-0.00115203857421875, -7.5, -8.125]"
test_01573,3,2,"[-1.2421875, -1.2421875, -0.86328125]"
test_04183,3,2,"[-1.6484375, -3.140625, -0.26953125]"
test_02976,3,2,"[-8.25, -10.125, -0.000553131103515625]"
test_00546,2,0,"[-0.0341796875, -3.40625]"
test_00780,4,3,"[-5.15625, -4.28125, -4.28125, -0.0341796875]"
test_00618,4,0,"[-0.001251220703125, -7.875, -7.5, -10.5]"
test_01563,4,3,"[-8.625, -7.875, -5.875, -0.003570556640625]"
test_04056,4,3,"[-9.25, -7.5, -8.5, -0.0009918212890625]"
test_01148,4,3,"[-6.25, -7.375, -8.375, -0.0030059814453125]"
test_01806,4,1,"[-11.125, -0.000270843505859375, -11.0, -11.5]"
test_03184,3,2,"[-1.734375, -3.484375, -0.232421875]"
test_04037,4,1,"[-9.75, -0.000301361083984375, -10.25, -11.125]"
test_03679,4,0,"[-0.000514984130859375, -9.5, -11.5, -14.5]"
test_02524,4,0,"[-0.0027008056640625, -6.5, -7.125, -8.75]"
test_00267,4,1,"[-9.25, -0.00093841552734375, -8.125, -8.0]"
test_01262,4,1,"[-10.25, -0.0002689361572265625, -11.625, -11.75]"
