id,num_choices,prediction,scores
test_03437,4,1,"[-17.625, -1.3113021850585938e-06, -13.625, -17.375]"
test_00250,4,0,"[-3.5762786865234375e-07, -21.0, -20.625, -24.0]"
test_00680,4,0,"[-3.5762786865234375e-07, -21.125, -21.125, -26.875]"
test_01536,4,2,"[-20.25, -16.0, -3.5762786865234375e-07, -16.0]"
test_02718,4,3,"[-21.625, -16.125, -15.0, -3.5762786865234375e-07]"
test_03759,4,3,"[-20.75, -16.25, -15.75, -2.384185791015625e-07]"
test_01399,4,3,"[-19.75, -14.5, -14.5, -9.5367431640625e-07]"
test_02590,4,3,"[-19.25, -14.375, -13.75, -1.6689300537109375e-06]"
test_00354,4,3,"[-18.125, -13.125, -11.5, -1.2159347534179688e-05]"
test_03583,4,3,"[-19.75, -14.5, -14.5, -9.5367431640625e-07]"
test_00828,4,3,"[-20.125, -15.125, -14.625, -8.344650268554688e-07]"
test_02149,4,0,"[-4.76837158203125e-07, -18.875, -18.875, -23.125]"
test_02154,4,0,"[-3.5762786865234375e-07, -19.125, -18.25, -22.0]"
test_01696,3,0,"[-3.814697265625e-05, -10.625, -11.875]"
test_01472,4,0,"[-0.39453125, -1.1484375, -5.28125, -5.78125]"
test_02180,3,0,"[-2.384185791015625e-06, -13.0, -17.125]"
test_03227,3,1,"[-23.25, 0.0, -17.75]"
test_03238,3,2,"[-18.125, -10.25, -3.5762786865234375e-05]"
test_01261,3,2,"[-3.53125, -7.53125, -0.0302734375]"
test_00621,3,2,"[-15.625, -5.75, -0.003173828125]"
test_01831,3,2,"[-19.25, -9.25, -9.584426879882812e-05]"
test_00878,2,1,"[-1.703125, -0.201171875]"
test_01225,2,0,"[-0.251953125, -1.5]"
test_02201,3,2,"[-6.09375, -2.578125, -0.0810546875]"
test_00717,3,2,"[-24.625, -8.5, -0.00020313262939453125]"
test_01247,3,0,"[0.0, -16.875, -20.875]"
test_00833,3,0,"[0.0, -18.0, -21.25]"
test_01458,3,0,"[-4.410743713378906e-06, -12.875, -16.0]"
test_01268,4,2,"[-6.5, -8.0, -0.01287841796875, -4.5]"
test_02483,3,0,"[-0.00150299072265625, -6.5, -12.375]"
test_01217,3,2,"[-18.625, -12.0, -6.318092346191406e-06]"
test_03103,2,0,"[-0.0052490234375, -5.25]"
test_02909,3,2,"[-13.0, -4.03125, -0.0181884765625]"
test_02659,3,2,"[-5.5, -8.5, -0.0042724609375]"
test_00782,2,0,"[-0.2041015625, -1.703125]"
test_02920,3,1,"[-19.75, -8.344650268554688e-07, -14.0]"
test_02604,3,1,"[-17.5, -1.2993812561035156e-05, -11.25]"
test_03884,3,0,"[-0.06298828125, -6.9375, -2.8125]"
test_00689,3,0,"[-1.1920928955078125e-06, -13.625, -17.125]"
test_01121,3,1,"[-25.75, 0.0, -19.125]"
test_00625,3,0,"[-7.152557373046875e-07, -14.125, -17.75]"
test_02399,3,0,"[-7.152557373046875e-07, -14.375, -18.375]"
test_00968,3,1,"[-14.5, -0.000431060791015625, -7.75]"
test_03648,3,0,"[-1.1920928955078125e-07, -18.5, -21.25]"
test_04043,3,2,"[-6.5, -5.5, -0.005584716796875]"
test_01504,3,1,"[-21.25, 0.0, -18.25]"
test_02835,3,2,"[-10.0, -1.5, -0.251953125]"
test_03432,3,2,"[-18.25, -12.0, -6.318092346191406e-06]"
test_02956,3,2,"[-24.875, -14.5, -7.152557373046875e-07]"
test_03506,3,2,"[-24.125, -16.5, -2.384185791015625e-07]"
test_02557,3,1,"[-10.75, -2.288818359375e-05, -13.5]"
test_01553,3,1,"[-10.75, -0.00152587890625, -6.5]"
test_03324,3,0,"[-1.1920928955078125e-06, -13.75, -17.125]"
test_02065,3,2,"[-17.375, -7.0, -0.000911712646484375]"
test_02759,3,0,"[-0.0101318359375, -4.75, -6.5]"
test_03781,2,0,"[-0.474609375, -0.97265625]"
test_01539,3,0,"[-2.384185791015625e-07, -15.625, -18.875]"
test_01414,3,1,"[-15.125, -1.3232231140136719e-05, -11.25]"
test_03387,3,0,"[-3.5762786865234375e-07, -16.375, -19.75]"
test_01644,3,0,"[-1.1920928955078125e-07, -16.375, -19.5]"
test_01350,3,2,"[-16.125, -8.5, -0.00020503997802734375]"
test_01493,3,2,"[-19.75, -10.75, -2.1576881408691406e-05]"
test_03291,3,2,"[-23.125, -14.25, -7.152557373046875e-07]"
test_03639,4,2,"[-8.0625, -8.9375, -0.0791015625, -2.578125]"
test_03520,3,0,"[-0.37890625, -1.625, -2.125]"
test_00635,2,0,"[-5.364418029785156e-06, -12.25]"
test_00786,2,0,"[-0.000164031982421875, -9.0]"
test_00560,3,1,"[-12.75, -7.772445678710938e-05, -9.5]"
test_02539,3,1,"[-25.625, 0.0, -19.375]"
test_01391,3,1,"[-3.78125, -0.037109375, -4.28125]"
test_01880,3,0,"[-1.1920928955078125e-07, -18.125, -21.625]"
test_01772,2,1,"[-16.0, -7.152557373046875e-07]"
test_01909,3,2,"[-23.625, -15.5, -2.384185791015625e-07]"
test_02681,2,0,"[-0.3125, -1.3125]"
test_00514,2,0,"[-0.3125, -1.3125]"
test_01955,2,0,"[-0.38671875, -1.140625]"
test_02090,2,0,"[-0.57421875, -0.82421875]"
test_00078,3,1,"[-22.875, 0.0, -16.75]"
test_01791,3,2,"[-4.78125, -3.53125, -0.0380859375]"
test_00069,3,2,"[-20.25, -11.25, -1.2993812561035156e-05]"
test_00400,3,0,"[-1.0251998901367188e-05, -11.5, -15.625]"
test_02161,2,0,"[-0.10009765625, -2.34375]"
test_02638,3,0,"[-0.01190185546875, -5.25, -5.0]"
test_04221,3,0,"[-0.0002155303955078125, -10.25, -8.625]"
test_04128,2,1,"[-16.5, -9.775161743164062e-06]"
test_01210,3,0,"[-1.1920928955078125e-07, -19.125, -22.5]"
test_00402,3,0,"[-1.1920928955078125e-07, -16.0, -20.625]"
test_00508,2,0,"[-0.38671875, -1.140625]"
test_01471,3,0,"[-0.1796875, -3.9375, -1.9296875]"
test_01435,4,0,"[-5.960464477539062e-07, -15.75, -16.625, -19.875]"
test_00116,2,0,"[-3.6716461181640625e-05, -10.25]"
test_03938,3,1,"[-7.625, -0.002410888671875, -6.25]"
test_00064,3,2,"[-6.0, -1.140625, -0.388671875]"
test_01608,3,1,"[-15.25, -0.0001583099365234375, -8.75]"
test_01176,3,1,"[-22.75, 0.0, -17.125]"
test_02803,4,3,"[-1.8671875, -3.375, -2.125, -0.369140625]"
test_02875,2,0,"[-0.000579833984375, -7.5]"
test_00837,3,2,"[-24.125, -11.75, -7.987022399902344e-06]"
test_04150,3,2,"[-4.75, -6.0, -0.01104736328125]"
test_00627,3,2,"[-18.625, -13.0, -2.384185791015625e-06]"
test_03325,3,1,"[-8.0, -0.0005950927734375, -8.25]"
test_00513,3,1,"[-3.59375, -0.08984375, -2.84375]"
test_01952,2,0,"[-0.0002956390380859375, -8.125]"
test_02141,3,1,"[-7.09375, -0.07958984375, -2.578125]"
test_02716,3,1,"[-24.0, 0.0, -17.25]"
test_01654,3,0,"[-2.384185791015625e-07, -15.25, -20.625]"
test_03701,2,0,"[-0.25390625, -1.5078125]"
test_01926,3,0,"[-2.9802322387695312e-06, -12.75, -16.25]"
test_02873,3,0,"[-2.384185791015625e-07, -15.75, -18.75]"
test_02160,3,1,"[-2.53125, -0.283203125, -1.78125]"
test_01565,2,0,"[-0.023193359375, -3.765625]"
test_03860,2,1,"[-0.82421875, -0.57421875]"
test_03661,3,2,"[-25.125, -15.25, -3.5762786865234375e-07]"
test_02026,3,2,"[-15.0, -12.0, -6.794929504394531e-06]"
test_00778,2,1,"[-21.5, 0.0]"
test_00715,3,0,"[-1.1920928955078125e-07, -16.375, -20.0]"
test_01388,2,0,"[-0.474609375, -0.97265625]"
test_02263,3,1,"[-21.875, -0.0067138671875, -5.0]"
test_01811,2,0,"[-8.535385131835938e-05, -9.375]"
test_01666,3,1,"[-8.25, -0.014404296875, -4.25]"
test_03733,2,0,"[-0.023193359375, -3.765625]"
test_02317,3,2,"[-15.875, -5.5, -0.00408935546875]"
test_03600,2,1,"[-11.5, -1.0728836059570312e-05]"
test_02309,2,1,"[-16.375, -1.1920928955078125e-06]"
test_01678,3,0,"[-0.15234375, -2.65625, -2.65625]"
test_00921,3,2,"[-11.25, -8.25, -0.000274658203125]"
test_00906,2,0,"[-0.3125, -1.3125]"
test_02570,2,1,"[-8.0, -0.000335693359375]"
test_00088,3,1,"[-7.75, -0.000553131103515625, -9.0]"
test_00590,3,0,"[-1.1920928955078125e-07, -15.875, -19.375]"
test_02519,3,0,"[-3.6954879760742188e-06, -12.5, -17.25]"
test_02105,3,0,"[-0.609375, -3.359375, -0.859375]"
test_02553,3,2,"[-6.03125, -3.78125, -0.025634765625]"
test_01294,3,0,"[-0.00012493133544921875, -10.125, -9.375]"
test_03588,2,0,"[-0.57421875, -0.82421875]"
test_02715,2,0,"[-0.16015625, -1.9140625]"
test_02811,3,1,"[-10.625, -2.968311309814453e-05, -12.125]"
test_00588,2,0,"[-0.00408935546875, -5.5]"
test_03735,2,1,"[-0.82421875, -0.57421875]"
test_02056,2,0,"[-0.69140625, -0.69140625]"
test_03041,3,0,"[-0.5078125, -3.390625, -1.0078125]"
test_01348,3,2,"[-1.5, -6.875, -0.25390625]"
test_00253,3,2,"[-11.125, -3.765625, -0.0233154296875]"
test_01799,3,1,"[-2.34375, -0.10009765625, -10.0]"
test_01595,3,1,"[-7.25, -0.00074005126953125, -10.375]"
test_01264,2,1,"[-18.125, -2.384185791015625e-07]"
test_03132,3,2,"[-12.25, -5.0, -0.0067138671875]"
test_00236,3,1,"[-7.125, -0.000850677490234375, -10.0]"
test_01431,3,2,"[-10.625, -3.765625, -0.0233154296875]"
test_01820,3,1,"[-6.25, -0.00194549560546875, -11.0]"
test_03044,3,1,"[-9.0, -0.0001316070556640625, -11.875]"
test_01859,3,0,"[-0.0086669921875, -4.75, -10.5]"
test_02575,3,1,"[-10.375, -0.251953125, -1.5]"
test_02321,3,0,"[-0.70703125, -4.21875, -0.70703125]"
test_04109,3,0,"[-0.203125, -6.6875, -1.703125]"
test_03910,2,1,"[-19.625, 0.0]"
test_02438,3,0,"[-0.01263427734375, -4.375, -9.0]"
test_03853,3,0,"[-0.0181884765625, -4.03125, -10.0]"
test_00155,2,1,"[-7.25, -0.000720977783203125]"
test_01596,2,0,"[-0.16015625, -1.9140625]"
test_01960,2,1,"[-3.046875, -0.048583984375]"
test_04055,3,1,"[-8.125, -0.0003032684326171875, -11.875]"
test_02768,3,1,"[-14.5, -5.245208740234375e-06, -12.25]"
test_03550,3,0,"[-0.038330078125, -3.28125, -8.0625]"
test_01487,3,1,"[-13.875, -2.2411346435546875e-05, -10.75]"
test_02037,2,0,"[-4.1961669921875e-05, -10.125]"
test_01727,3,0,"[-0.03271484375, -4.40625, -3.90625]"
test_01244,2,0,"[-1.0013580322265625e-05, -11.625]"
test_02255,3,2,"[-12.0, -6.0, -0.0024871826171875]"
test_01810,3,1,"[-1.5, -0.251953125, -9.25]"
test_00180,3,1,"[-11.625, -0.0052490234375, -5.25]"
test_01171,3,0,"[-0.06201171875, -2.8125, -10.6875]"
test_01393,3,1,"[-8.75, -0.000164031982421875, -12.125]"
test_03145,3,1,"[-7.25, -0.000751495361328125, -10.125]"
test_01663,3,1,"[-3.796875, -0.05224609375, -3.546875]"
test_03981,2,1,"[-11.875, -7.271766662597656e-06]"
test_03356,3,1,"[-6.5, -0.0015411376953125, -10.25]"
test_02980,3,1,"[-3.0, -0.74609375, -0.74609375]"
test_03049,3,0,"[-0.16015625, -1.9140625, -8.6875]"
test_04178,3,2,"[-12.125, -5.75, -0.0031890869140625]"
test_01026,2,1,"[-1.5, -0.251953125]"
test_00898,3,2,"[-11.75, -5.25, -0.0052490234375]"
test_00847,3,0,"[-0.0791015625, -2.578125, -9.0625]"
test_01953,3,2,"[-10.5, -3.53125, -0.02978515625]"
test_00210,3,2,"[-10.4375, -0.82421875, -0.57421875]"
test_00787,4,3,"[-19.25, -15.0, -16.25, -3.5762786865234375e-07]"
test_01143,3,0,"[-0.2021484375, -7.9375, -1.703125]"
test_00702,3,0,"[-0.062255859375, -2.8125, -8.3125]"
test_01286,3,2,"[-2.125, -5.75, -0.1298828125]"
test_01272,3,1,"[-6.15625, -0.162109375, -1.9140625]"
test_02222,2,0,"[-0.16015625, -1.9140625]"
test_03330,3,1,"[-1.0625, -0.8125, -1.5625]"
test_03710,3,0,"[-0.0002460479736328125, -9.0, -9.0]"
test_00592,3,0,"[-0.1884765625, -2.8125, -2.1875]"
test_02272,3,0,"[-0.482421875, -4.84375, -0.98046875]"
test_00965,2,0,"[-0.00020503997802734375, -8.5]"
test_03288,3,0,"[-0.609375, -3.359375, -0.859375]"
test_03654,3,1,"[-10.75, -0.00028228759765625, -8.25]"
test_01409,2,1,"[-20.625, 0.0]"
test_03108,3,0,"[-0.0026702880859375, -6.5, -6.75]"
test_01607,2,0,"[-0.01251220703125, -4.375]"
test_02749,3,1,"[-11.125, -2.6226043701171875e-05, -11.375]"
test_01188,2,1,"[-3.28125, -0.0380859375]"
test_01835,2,1,"[-1.5, -0.251953125]"
test_02725,4,1,"[-16.375, -7.152557373046875e-07, -14.625, -16.25]"
test_01793,3,0,"[-0.00010919570922851562, -10.625, -9.375]"
test_02499,3,1,"[-8.25, -0.0030670166015625, -5.875]"
test_00185,2,1,"[-9.25, -0.0001049041748046875]"
test_00740,3,1,"[-14.0, -1.0728836059570312e-06, -15.125]"
test_01434,4,0,"[-4.887580871582031e-06, -12.625, -13.5, -16.5]"
test_01276,2,0,"[-3.552436828613281e-05, -10.5]"
test_03599,3,2,"[-15.5, -14.25, -8.344650268554688e-07]"
test_03050,4,3,"[-11.0, -5.875, -1.140625, -0.390625]"
test_03637,2,1,"[-6.75, -0.0011749267578125]"
test_00967,4,0,"[-0.01300048828125, -5.75, -5.75, -5.0]"
test_00502,2,0,"[-1.430511474609375e-06, -14.125]"
test_00405,3,1,"[-1.6796875, -0.6796875, -1.1796875]"
test_01689,3,0,"[-2.1457672119140625e-06, -13.5, -15.25]"
test_02950,4,2,"[-8.0, -4.75, -0.00909423828125, -8.75]"
test_00349,4,2,"[-4.71875, -1.7109375, -0.2109375, -8.1875]"
test_01781,3,1,"[-12.0625, -0.06201171875, -2.8125]"
test_02368,3,1,"[-11.75, -0.000560760498046875, -7.5]"
test_02636,4,0,"[-0.001739501953125, -7.75, -8.875, -6.75]"
test_02140,4,1,"[-4.5, -0.01361083984375, -6.0, -9.0]"
test_00877,2,0,"[-0.048583984375, -3.046875]"
test_02484,4,3,"[-7.3125, -2.8125, -8.5625, -0.06298828125]"
test_01364,2,1,"[-5.75, -0.0031890869140625]"
test_04077,4,0,"[-0.02783203125, -3.78125, -6.53125, -5.78125]"
test_00770,3,0,"[-2.6226043701171875e-06, -14.5, -14.75]"
test_03828,3,0,"[-2.2649765014648438e-06, -14.5, -14.625]"
test_02837,4,1,"[-17.75, 0.0, -17.375, -21.875]"
test_02652,2,1,"[-13.0, -0.00012874603271484375]"
test_01311,2,1,"[-5.0, -0.006744384765625]"
test_02531,2,0,"[-0.000141143798828125, -9.25]"
test_03889,4,1,"[-14.125, -1.1205673217773438e-05, -11.5, -14.75]"
test_01850,4,1,"[-18.0, -2.384185791015625e-07, -15.25, -19.0]"
test_01196,2,1,"[-1.3125, -0.3125]"
test_02417,4,0,"[-0.201171875, -1.953125, -4.1875, -3.703125]"
test_03870,2,0,"[-0.126953125, -2.125]"
test_00342,2,0,"[-0.57421875, -0.82421875]"
test_03133,3,2,"[-8.75, -10.5, -0.00018596649169921875]"
test_01809,2,0,"[-2.384185791015625e-07, -16.125]"
test_00018,2,0,"[-0.0067138671875, -5.0]"
test_01163,4,1,"[-10.75, -5.054473876953125e-05, -10.5, -13.375]"
test_02757,4,0,"[-0.00225830078125, -6.5, -8.5, -7.5]"
test_03795,2,0,"[-0.000640869140625, -7.375]"
test_00388,4,1,"[-2.28125, -0.7734375, -1.5234375, -1.5234375]"
test_03213,2,0,"[-5.960464477539062e-07, -14.75]"
test_01357,4,3,"[-15.125, -9.75, -11.0, -7.534027099609375e-05]"
test_00845,2,0,"[-7.3909759521484375e-06, -11.875]"
test_03658,2,0,"[-0.3125, -1.3125]"
test_03109,3,1,"[-11.875, -0.01104736328125, -4.5]"
test_01814,2,0,"[-6.628036499023438e-05, -10.625]"
test_01914,2,0,"[-0.00193023681640625, -6.25]"
test_03178,3,2,"[-13.625, -7.5, -0.000553131103515625]"
test_03719,4,1,"[-7.0, -0.002838134765625, -6.25, -12.125]"
test_03629,2,1,"[-8.25, -0.000263214111328125]"
test_00641,3,1,"[-19.125, -7.152557373046875e-07, -14.25]"
test_03952,3,0,"[-1.430511474609375e-06, -15.375, -18.125]"
test_00005,2,1,"[-7.0, -0.000919342041015625]"
test_03911,3,2,"[-11.625, -10.0, -5.435943603515625e-05]"
test_00123,2,1,"[-4.75, -0.00860595703125]"
test_00664,3,1,"[-10.25, -0.0001316070556640625, -9.25]"
test_02424,2,0,"[-9.179115295410156e-06, -11.75]"
test_03693,2,1,"[-18.625, 0.0]"
test_03767,3,2,"[-18.625, -14.25, -7.152557373046875e-07]"
test_00558,3,2,"[-19.25, -13.75, -1.0728836059570312e-06]"
test_02036,3,0,"[-2.7418136596679688e-06, -14.125, -16.125]"
test_01900,3,1,"[-16.625, -2.384185791015625e-07, -16.375]"
test_02513,2,1,"[-12.125, -8.106231689453125e-06]"
test_03242,3,0,"[-0.28125, -1.53125, -3.53125]"
test_02868,4,0,"[-4.506111145019531e-05, -10.75, -11.0, -11.875]"
test_02973,3,0,"[-2.6226043701171875e-06, -13.75, -14.0]"
test_03089,2,0,"[-1.049041748046875e-05, -11.5]"
test_00868,3,2,"[-3.234375, -1.7421875, -0.2412109375]"
test_00168,2,1,"[-1.5, -0.251953125]"
test_01547,3,1,"[-1.0234375, -0.5234375, -3.03125]"
test_03843,4,2,"[-10.375, -5.0, -0.00677490234375, -10.125]"
test_00601,3,0,"[-0.267578125, -1.765625, -2.765625]"
test_01950,2,1,"[-16.375, -2.384185791015625e-07]"
test_03507,2,0,"[-0.048583984375, -3.046875]"
test_02296,2,0,"[-0.3125, -1.3125]"
test_01961,2,1,"[-1.3125, -0.3125]"
test_02190,2,0,"[-0.3125, -1.3125]"
test_02766,2,1,"[-1.3125, -0.3125]"
test_03015,3,1,"[-10.75, -2.205371856689453e-05, -14.375]"
test_02874,4,3,"[-2.1875, -2.4375, -1.1953125, -0.6953125]"
test_00197,2,0,"[-0.38671875, -1.140625]"
test_03671,2,0,"[-0.0001811981201171875, -8.625]"
test_03123,4,1,"[-1.671875, -0.671875, -2.171875, -1.671875]"
test_01634,2,1,"[-16.375, -4.76837158203125e-07]"
test_02545,3,0,"[-0.2216796875, -2.59375, -2.09375]"
test_01876,2,0,"[-4.6253204345703125e-05, -10.0]"
test_03852,3,0,"[-1.1920928955078125e-06, -14.125, -15.875]"
test_01018,3,1,"[-17.25, -1.1920928955078125e-07, -15.875]"
test_00463,2,1,"[-16.75, -2.384185791015625e-07]"
test_02805,3,1,"[-1.34375, -0.341796875, -3.59375]"
test_03914,4,0,"[-0.70703125, -3.078125, -2.578125, -0.95703125]"
test_00461,2,1,"[-0.82421875, -0.57421875]"
test_01840,2,1,"[-1.5, -0.251953125]"
test_04036,2,1,"[-0.82421875, -0.57421875]"
test_03728,3,2,"[-18.25, -14.5, -4.76837158203125e-07]"
test_00742,4,2,"[-6.125, -2.640625, -0.390625, -1.390625]"
test_03517,2,0,"[-0.023193359375, -3.765625]"
test_02549,4,2,"[-7.65625, -5.78125, -0.017822265625, -4.28125]"
test_03157,3,0,"[-0.140625, -2.140625, -4.28125]"
test_04232,3,1,"[-13.875, -2.5033950805664062e-06, -13.375]"
test_03073,3,0,"[-0.0654296875, -5.6875, -2.8125]"
test_01211,3,0,"[-0.703125, -4.59375, -0.703125]"
test_03882,3,0,"[-0.69921875, -0.69921875, -5.0625]"
test_02361,3,0,"[-0.062255859375, -2.8125, -7.9375]"
test_02507,3,1,"[-1.765625, -0.265625, -2.765625]"
test_02711,3,1,"[-2.703125, -0.1962890625, -2.203125]"
test_02730,3,0,"[-0.578125, -0.828125, -6.5625]"
test_02521,3,0,"[-0.6953125, -0.6953125, -5.8125]"
test_03895,3,0,"[-0.003509521484375, -6.875, -6.0]"
test_00198,3,1,"[-6.875, -0.25390625, -1.5]"
test_02785,3,2,"[-13.625, -11.75, -9.059906005859375e-06]"
test_00879,3,0,"[-0.40234375, -1.15625, -4.15625]"
test_00573,3,1,"[-1.1875, -0.9375, -1.1875]"
test_00735,3,1,"[-7.4375, -0.049072265625, -3.046875]"
test_01533,3,0,"[-0.0047607421875, -6.75, -5.625]"
test_02031,3,2,"[-1.203125, -1.578125, -0.703125]"
test_02432,3,1,"[-2.140625, -0.51171875, -1.265625]"
test_02251,2,0,"[-0.023193359375, -3.765625]"
test_01056,3,0,"[-0.1064453125, -3.609375, -2.609375]"
test_03290,4,1,"[-18.625, -2.384185791015625e-07, -20.375, -25.75]"
test_03233,2,1,"[-17.625, -3.5762786865234375e-07]"
test_01671,2,1,"[-18.5, -1.1920928955078125e-07]"
test_02446,2,0,"[-0.474609375, -0.97265625]"
test_00964,2,0,"[-0.57421875, -0.82421875]"
test_03732,2,0,"[-0.0791015625, -2.578125]"
test_03935,3,1,"[-10.625, -0.000286102294921875, -8.25]"
test_00390,2,0,"[-1.430511474609375e-06, -13.875]"
test_01769,2,1,"[-18.0, -1.1920928955078125e-07]"
test_00067,3,2,"[-17.625, -13.75, -1.1920928955078125e-06]"
test_03214,3,0,"[-0.232421875, -1.734375, -3.484375]"
test_00803,3,1,"[-15.25, -1.6689300537109375e-06, -13.5]"
test_01101,4,0,"[-0.00026702880859375, -9.125, -10.25, -9.0]"
test_03692,4,2,"[-13.25, -10.5, -0.00012493133544921875, -9.25]"
test_00679,2,0,"[-0.201171875, -1.703125]"
test_02508,3,2,"[-16.75, -11.75, -7.987022399902344e-06]"
test_00805,4,0,"[-5.7220458984375e-06, -13.0, -12.625, -18.0]"
test_01377,3,0,"[-8.344650268554688e-07, -14.125, -17.125]"
test_00591,4,1,"[-15.625, -1.7881393432617188e-06, -13.5, -15.375]"
test_01429,4,1,"[-14.75, -5.4836273193359375e-06, -12.375, -13.875]"
test_00872,3,0,"[-5.602836608886719e-06, -13.125, -12.625]"
test_03668,2,1,"[-16.375, -2.384185791015625e-07]"
test_02922,2,0,"[-1.919269561767578e-05, -10.875]"
test_02136,3,0,"[-0.0137939453125, -5.25, -4.75]"
test_01786,2,1,"[-15.5, -4.76837158203125e-07]"
test_00076,2,0,"[-7.534027099609375e-05, -9.5]"
test_00597,3,1,"[-1.9140625, -0.1611328125, -7.28125]"
test_03585,2,0,"[-4.76837158203125e-07, -16.375]"
test_00977,4,1,"[-10.25, -4.38690185546875e-05, -11.75, -14.125]"
test_04047,4,2,"[-14.5, -13.0, -0.02978515625, -3.53125]"
test_02109,4,2,"[-14.75, -12.0, -7.3909759521484375e-06, -14.0]"
test_02254,3,0,"[-3.2186508178710938e-06, -12.75, -15.5]"
test_03200,4,3,"[-16.25, -15.5, -17.625, -3.5762786865234375e-07]"
test_02494,4,0,"[-9.5367431640625e-07, -14.875, -14.5, -20.0]"
test_03521,4,3,"[-12.75, -9.25, -13.0, -0.0001010894775390625]"
test_04216,4,0,"[-0.00058746337890625, -7.5, -11.0, -11.0]"
test_01396,2,0,"[-0.06201171875, -2.8125]"
test_03395,4,0,"[-2.2649765014648438e-06, -13.25, -14.75, -18.25]"
test_00775,4,2,"[-15.75, -13.75, -1.5497207641601562e-06, -15.0]"
test_03463,4,3,"[-4.28125, -4.53125, -4.53125, -0.035888671875]"
test_00945,4,1,"[-16.5, -7.152557373046875e-07, -14.375, -18.125]"
test_02370,4,3,"[-14.0, -13.5, -15.75, -2.5033950805664062e-06]"
test_02990,4,3,"[-9.0, -5.25, -13.125, -0.00537109375]"
test_01117,3,2,"[-16.375, -10.0, -4.5299530029296875e-05]"
test_00569,3,2,"[-19.375, -13.25, -1.7881393432617188e-06]"
test_01787,2,1,"[-4.03125, -0.0181884765625]"
test_04082,3,2,"[-19.375, -11.5, -1.0132789611816406e-05]"
test_03940,3,2,"[-20.875, -15.75, -2.384185791015625e-07]"
test_01982,2,0,"[-0.16015625, -1.9140625]"
test_01996,2,0,"[-0.474609375, -0.97265625]"
test_01249,2,0,"[-0.0380859375, -3.28125]"
test_00852,2,0,"[-0.023193359375, -3.765625]"
test_02797,2,1,"[-3.046875, -0.048583984375]"
test_00530,2,0,"[-7.3909759521484375e-06, -11.875]"
test_02936,2,0,"[-0.474609375, -0.97265625]"
test_02527,4,3,"[-8.25, -8.5, -4.75, -0.00909423828125]"
test_01193,2,1,"[-3.046875, -0.048583984375]"
test_01560,2,0,"[-0.251953125, -1.5]"
test_00425,3,1,"[-10.375, -0.38671875, -1.140625]"
test_02830,4,1,"[-6.78125, -0.033203125, -3.53125, -6.03125]"
test_02420,3,1,"[-8.1875, -0.062255859375, -2.8125]"
test_03476,4,0,"[-1.8596649169921875e-05, -11.875, -11.375, -15.25]"
test_00963,3,2,"[-9.0, -3.765625, -0.0233154296875]"
test_02741,4,1,"[-11.0, -0.004119873046875, -5.5, -10.125]"
test_02319,3,1,"[-1.703125, -0.453125, -1.703125]"
test_01448,4,3,"[-14.0, -10.0, -13.5, -4.76837158203125e-05]"
test_04237,4,1,"[-3.53125, -0.0299072265625, -9.0, -12.75]"
test_00647,3,0,"[-0.6953125, -0.6953125, -7.3125]"
test_01138,4,2,"[-15.25, -13.5, -0.00016021728515625, -8.75]"
test_00305,4,0,"[-0.0011749267578125, -6.75, -12.25, -14.625]"
test_04074,4,3,"[-13.0, -6.25, -9.75, -0.001983642578125]"
test_02340,3,2,"[-6.65625, -1.9140625, -0.1611328125]"
test_02224,4,2,"[-16.25, -11.0, -1.6927719116210938e-05, -16.5]"
test_00021,4,0,"[-1.5854835510253906e-05, -11.75, -11.75, -16.875]"
test_00897,4,2,"[-10.5, -9.75, -0.000347137451171875, -8.25]"
test_00685,4,0,"[-3.2186508178710938e-06, -13.0, -14.0, -16.75]"
test_01481,4,0,"[-0.0027008056640625, -6.0, -8.875, -9.375]"
test_00471,4,0,"[-0.08056640625, -6.59375, -2.578125, -7.71875]"
test_03223,4,0,"[-1.1920928955078125e-06, -14.0, -16.625, -21.375]"
test_02333,4,1,"[-14.875, -8.726119995117188e-05, -9.875, -10.25]"
test_03687,4,1,"[-17.625, -1.1920928955078125e-07, -15.625, -18.875]"
test_03116,4,3,"[-7.25, -6.5, -10.125, -0.00225830078125]"
test_03937,4,2,"[-8.75, -9.75, -0.005462646484375, -5.25]"
test_02538,4,1,"[-4.5, -0.0111083984375, -9.5, -11.0]"
test_01559,4,1,"[-4.28125, -0.01611328125, -6.28125, -10.25]"
test_02350,4,1,"[-9.5, -7.772445678710938e-05, -12.75, -16.0]"
test_00109,4,3,"[-13.25, -14.5, -19.125, -2.5033950805664062e-06]"
test_01641,4,3,"[-10.0, -8.75, -10.75, -0.000225067138671875]"
test_02591,3,1,"[-2.125, -0.126953125, -7.75]"
test_01843,4,1,"[-16.25, -2.0265579223632812e-06, -13.25, -16.125]"
test_01824,4,0,"[-2.1457672119140625e-06, -13.625, -13.875, -17.25]"
test_02323,4,0,"[-3.2186508178710938e-06, -12.875, -14.375, -19.875]"
test_01224,4,1,"[-16.0, -2.384185791015625e-07, -16.125, -19.875]"
test_00831,3,1,"[-14.25, -1.3113021850585938e-06, -15.75]"
test_04023,2,1,"[-22.875, 0.0]"
test_04005,2,1,"[-21.0, 0.0]"
test_02940,3,2,"[-1.6640625, -2.78125, -0.2890625]"
test_03793,3,2,"[-0.84375, -4.09375, -0.59375]"
